s	1725527340	18628.600000	1725528660	18587.100000
s	1725530220	18617.100000	1725531120	18629.100000
s	1725531120	18629.100000	1725531960	18624.100000
b	1725532200	18615.100000	1725532560	18625.100000
s	1725532560	18625.100000	1725533280	18620.100000
b	1725534540	18632.100000	1725534840	18637.100000
b	1725536400	18650.100000	1725537540	18625.100000
s	1725540300	18623.100000	1725541560	18637.100000
s	1725541560	18637.100000	1725542820	18642.100000
b	1725543120	18635.100000	1725543600	18637.100000
b	1725544680	18643.100000	1725545400	18657.100000
b	1725547200	18673.100000	1725548100	18653.100000
b	1725552420	18575.600000	1725552720	18565.600000
s	1725552720	18565.600000	1725553260	18567.600000
s	1725553260	18567.600000	1725553980	18572.600000
s	1725553980	18572.600000	1725554100	18580.600000
s	1725554880	18583.600000	1725555300	18590.600000
s	1725555840	18594.600000	1725556260	18597.600000
s	1725557700	18591.600000	1725558840	18624.600000
s	1725558840	18624.600000	1725559140	18634.600000
s	1725559800	18628.600000	1725560220	18635.600000
s	1725560220	18635.600000	1725560640	18628.600000
b	1725561960	18631.600000	1725562500	18634.600000
s	1725562500	18634.600000	1725564300	18609.600000
b	1725565080	18607.600000	1725565800	18593.600000
s	1725565800	18593.600000	1725565860	18579.600000
s	1725565860	18579.600000	1725566100	18594.600000
s	1725566100	18594.600000	1725582780	18584.100000
b	1725583320	18579.100000	1725583500	18566.100000
s	1725583860	18570.100000	1725584220	18563.100000
b	1725585240	18542.100000	1725585600	18519.600000
s	1725585780	18535.100000	1725589020	18598.100000
b	1725591000	18601.800000	1725591360	18609.100000
s	1725591360	18609.100000	1725591720	18607.100000
s	1725591960	18613.100000	1725592020	18606.800000
b	1725592140	18613.100000	1725592620	18611.800000
b	1725592620	18611.800000	1725594000	18603.100000
s	1725594240	18591.800000	1725595200	18593.100000
s	1725595560	18582.100000	1725595860	18589.800000
b	1725595860	18589.800000	1725596820	18593.100000
s	1725598200	18594.100000	1725598620	18597.800000
s	1725600600	18579.100000	1725601560	18576.100000
s	1725604800	18557.400000	1725605220	18552.400000
b	1725605400	18561.400000	1725605820	18554.400000
s	1725605820	18554.400000	1725607560	18463.400000
s	1725607680	18446.200000	1725608280	18458.400000
s	1725609120	18456.400000	1725610260	18509.400000
s	1725610260	18509.400000	1725610440	18522.400000
s	1725610740	18507.400000	1725613020	18441.400000
s	1725613740	18451.400000	1725614460	18455.400000
b	1725615780	18475.400000	1725616020	18486.400000
s	1725616980	18506.400000	1725617820	18502.400000
b	1725618660	18505.400000	1725620280	18475.400000
b	1725620340	18467.400000	1725620460	18475.400000
b	1725621420	18500.200000	1725621660	18512.400000
s	1725622080	18506.400000	1725623280	18491.400000
s	1725623280	18491.400000	1725624420	18501.200000
b	1725624420	18501.200000	1725625080	18485.400000
s	1725626820	18532.400000	1725627420	18554.600000
s	1725627420	18554.600000	1725628080	18562.400000
b	1725628500	18562.400000	1725628680	18580.400000
b	1725629280	18567.400000	1725629400	18585.400000
s	1725629400	18585.400000	1725630000	18577.200000
b	1725630000	18577.200000	1725630420	18597.400000
b	1725634800	18353.400000	1725635280	18367.400000
s	1725635280	18367.400000	1725636720	18322.400000
s	1725637500	18296.400000	1725638040	18301.400000
b	1725638040	18301.400000	1725638580	18294.600000
b	1725639900	18301.400000	1725640020	18288.400000
b	1725641280	18293.400000	1725641880	18294.400000
b	1725641880	18294.400000	1725643020	18313.400000
b	1725643620	18316.400000	1725645120	18293.400000
s	1725645120	18293.400000	1725645720	18297.400000
s	1725645720	18297.400000	1725646260	18297.400000
b	1725646260	18297.400000	1725646620	18292.400000
s	1725647460	18287.400000	1725647640	18275.400000
s	1725647640	18275.400000	1725648060	18279.400000
s	1725648360	18271.400000	1725648540	18282.400000
s	1725649980	18295.400000	1725650460	18301.400000
s	1725651000	18293.400000	1725651900	18291.400000
s	1725841800	18323.800000	1725842460	18326.800000
b	1725842460	18326.800000	1725843060	18324.800000
s	1725844620	18339.800000	1725844920	18348.800000
s	1725847920	18342.500000	1725848220	18337.800000
b	1725848220	18337.800000	1725848820	18335.800000
s	1725848820	18335.800000	1725848940	18327.800000
s	1725848940	18327.800000	1725849420	18333.800000
b	1725849420	18333.800000	1725849780	18327.500000
s	1725849780	18327.500000	1725850320	18328.800000
s	1725851820	18340.800000	1725852540	18338.800000
b	1725853680	18338.800000	1725854400	18339.800000
b	1725855480	18359.300000	1725856380	18358.800000
s	1725857760	18372.800000	1725858720	18368.800000
s	1725858720	18368.800000	1725859680	18369.800000
s	1725859680	18369.800000	1725860340	18371.800000
s	1725861480	18360.800000	1725862320	18377.700000
b	1725862320	18377.700000	1725862800	18379.100000
s	1725865800	18396.100000	1725867660	18412.100000
s	1725867660	18412.100000	1725868080	18422.100000
b	1725868500	18411.100000	1725868800	18425.100000
s	1725868800	18425.100000	1725869100	18416.100000
b	1725869100	18416.100000	1725870420	18403.100000
b	1725871380	18408.100000	1725871860	18420.100000
b	1725872400	18423.100000	1725872820	18430.100000
s	1725872820	18430.100000	1725874500	18465.100000
b	1725874500	18465.100000	1725875340	18458.100000
s	1725876240	18441.100000	1725876660	18441.100000
s	1725878040	18423.100000	1725878820	18417.100000
b	1725878820	18417.100000	1725879180	18406.100000
s	1725879180	18406.100000	1725879600	18413.100000
s	1725881460	18448.100000	1725882180	18432.100000
s	1725885720	18383.100000	1725885960	18388.100000
b	1725885960	18388.100000	1725886860	18411.100000
b	1725886860	18411.100000	1725887760	18402.100000
s	1725888660	18411.400000	1725889260	18413.100000
s	1725889260	18413.100000	1725889500	18425.100000
b	1725891720	18479.100000	1725892740	18455.100000
s	1725895320	18430.100000	1725897600	18475.100000
b	1725897600	18475.100000	1725898260	18483.100000
s	1725899880	18486.100000	1725900060	18497.100000
s	1725900060	18497.100000	1725900720	18499.100000
s	1725900720	18499.100000	1725901080	18505.100000
b	1725901380	18500.100000	1725901800	18509.100000
s	1725902820	18500.100000	1725903060	18491.100000
s	1725903060	18491.100000	1725903540	18493.100000
s	1725903720	18482.100000	1725904140	18488.100000
b	1725904140	18488.100000	1725904560	18474.100000
b	1725906900	18476.100000	1725907020	18466.100000
b	1725909600	18473.100000	1725909960	18477.100000
b	1725910680	18486.100000	1725910800	18497.100000
s	1725911160	18487.100000	1725911460	18497.100000
s	1725928620	18486.800000	1725929340	18495.800000
b	1725929340	18495.800000	1725929880	18503.500000
b	1725930960	18495.800000	1725931320	18498.800000
s	1725931800	18495.800000	1725932220	18499.800000
s	1725935040	18467.800000	1725935460	18469.800000
s	1725937200	18471.800000	1725938100	18466.800000
s	1725938340	18461.800000	1725939000	18462.800000
b	1725939420	18459.800000	1725940020	18458.800000
b	1725940020	18458.800000	1725940440	18457.800000
b	1725940440	18457.800000	1725941040	18456.800000
s	1725941040	18456.800000	1725941520	18453.800000
s	1725944040	18436.800000	1725944520	18437.800000
b	1725944520	18437.800000	1725944580	18430.800000
b	1725945900	18448.800000	1725946020	18453.800000
b	1725948000	18449.800000	1725948660	18448.700000
b	1725949260	18450.700000	1725949680	18453.100000
s	1725949680	18453.100000	1725950040	18449.100000
b	1725951600	18447.100000	1725952080	18447.900000
b	1725953220	18454.900000	1725953400	18470.100000
b	1725953400	18470.100000	1725954540	18475.100000
b	1725955680	18493.100000	1725956220	18488.100000
s	1725956220	18488.100000	1725956520	18477.100000
s	1725957000	18480.100000	1725957120	18466.100000
s	1725966360	18400.900000	1725967500	18382.100000
s	1725968040	18380.100000	1725968640	18367.100000
s	1725968640	18367.100000	1725969600	18372.100000
s	1725969600	18372.100000	1725970320	18371.100000
b	1725970320	18371.100000	1725971220	18383.900000
b	1725971220	18383.900000	1725972180	18375.100000
s	1725972180	18375.100000	1725972600	18374.100000
s	1725972600	18374.100000	1725973080	18380.100000
s	1725975000	18354.100000	1725975900	18333.100000
s	1725975900	18333.100000	1725976200	18316.100000
s	1725976200	18316.100000	1725977940	18275.100000
s	1725978240	18255.100000	1725978540	18273.100000
b	1725978540	18273.100000	1725979440	18268.100000
b	1725979440	18268.100000	1725979800	18277.100000
b	1725981600	18288.100000	1725982020	18297.100000
s	1725984840	18211.100000	1725985080	18223.100000
b	1725985080	18223.100000	1725985800	18220.100000
b	1725985800	18220.100000	1725985860	18232.100000
b	1725987600	18251.100000	1725987960	18258.100000
s	1725988800	18272.100000	1725989040	18281.100000
s	1725992520	18316.100000	1725992880	18323.100000
s	1725992880	18323.100000	1725994260	18337.100000
s	1725994260	18337.100000	1725994800	18341.100000
s	1725995220	18335.100000	1725995520	18344.100000
s	1725995520	18344.100000	1725996600	18346.100000
